source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-59.96664388,46.21647564,6 Tenth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Tenth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.966543,46.21650905,8 Tenth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Tenth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96678791,46.21638829,4 Tenth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Tenth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96637282,46.21660437,10 Tenth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Tenth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96629372,46.21665283,12 Tenth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 Tenth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99433907,46.21040517,18 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"18 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99424275,46.21097651,26 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99432984,46.21047158,20 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"20 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99423471,46.21103174,28 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"28 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99420896,46.21116309,30 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"30 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9941679,46.21137849,34 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"34 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99419808,46.21122284,32 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"32 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9941545,46.21143229,36 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"36 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99410713,46.21157616,38 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"38 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99409603,46.21164613,40 Station St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"40 Station St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99354853,46.21177561,2 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"2 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99302636,46.21185199,1 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"1 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99299104,46.21179359,3 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99352544,46.21170782,4 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99308444,46.21165152,5 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"5 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99359086,46.21157687,6 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99304292,46.21158406,7 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"7 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99356877,46.21150771,8 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99311354,46.21146353,9 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"9 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99364076,46.21137437,10 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99308759,46.21140073,11 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"11 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9936184,46.21131614,12 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99315604,46.21125713,13 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"13 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99369301,46.21118543,14 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9931181,46.2111961,15 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99366506,46.21113163,16 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"16 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99319662,46.21105974,17 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"17 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99371885,46.21098974,18 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"18 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99316807,46.21099239,19 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"19 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99370218,46.21092259,20 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"20 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99323607,46.21086609,21 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"21 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99379795,46.21079668,22 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"22 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99374466,46.21071949,24 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"24 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99322229,46.21079518,23 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"23 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99380998,46.21059179,26 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9937657,46.21052426,28 Windward Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"28 Windward Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99241293,46.21197601,2 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"2 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99246404,46.2117653,6 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99241196,46.21191102,4 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99245118,46.21169883,8 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99248264,46.21149684,12 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99249914,46.21156713,10 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99254542,46.21136216,14 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99251707,46.2112865,16 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"16 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99260323,46.21117121,18 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"18 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99263407,46.2109545,22 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"22 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99263003,46.21090285,24 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"24 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96647356,46.20111656,52 Hillside Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"52 Hillside Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96994027,46.21077395,75 Reservoir Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"75 Reservoir Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.99259575,46.21110744,20 Crosby St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"20 Crosby St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9636086,46.20371885,27 Beacon St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"27 Beacon St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9640378,46.19645462,735 Main St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"735 Main St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97016627,46.19688044,834 Main St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"834 Main St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95641765,46.1837878,100 Pitt St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"100 Pitt St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95634497,46.18374048,102 Pitt St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"102 Pitt St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95619197,46.18365353,104 Pitt St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"104 Pitt St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95614931,46.18362014,106 Pitt St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"106 Pitt St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95685104,46.183582,1 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"1 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95677053,46.18351867,3 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95664562,46.18345205,5 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"5 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95661215,46.18342326,7 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"7 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95648129,46.18333859,9 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"9 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95641413,46.18329269,11 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"11 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95631463,46.18320973,13 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"13 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95566618,46.18277263,27 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"27 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95560301,46.18274392,29 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"29 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9572044,46.18331317,2 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"2 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95623412,46.18317841,15 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95711338,46.18329325,4 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95700716,46.18318512,6 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95694064,46.18314888,8 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95684398,46.18306146,10 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95681438,46.18302633,12 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95654952,46.18290763,16 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"16 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95662212,46.18295943,14 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95638418,46.18275951,20 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"20 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95630895,46.18270509,22 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"22 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9564508,46.18282713,18 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"18 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95621529,46.18264669,24 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"24 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95609821,46.18256412,26 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9560313,46.18251056,28 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"28 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95583163,46.18240697,32 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"32 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95588234,46.18244615,30 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"30 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95569663,46.1823094,34 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"34 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95562934,46.18226739,36 Cavalier Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"36 Cavalier Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9552997,46.18260659,203 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"203 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9552273,46.18274634,205 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"205 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95519316,46.18281006,207 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"207 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95513848,46.18291088,209 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"209 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95509417,46.18297386,211 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"211 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95501622,46.1830808,213 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"213 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95495679,46.18312373,215 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"215 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95488197,46.18321338,217 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"217 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95481243,46.18325302,219 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"219 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95471605,46.18335581,221 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"221 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9546472,46.18337234,223 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"223 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95454745,46.18346353,225 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"225 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95448578,46.18348333,227 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"227 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95439653,46.18359649,229 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"229 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95434135,46.18361698,231 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"231 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95426065,46.18372379,233 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"233 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95415795,46.18372756,235 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"235 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9545539,46.1839675,1 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"1 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95459147,46.18394932,3 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9546973,46.18383888,5 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"5 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95474507,46.1838208,7 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"7 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95487812,46.18372817,9 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"9 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95490858,46.18370085,11 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"11 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95502688,46.18360859,13 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"13 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95508251,46.18357398,15 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95521239,46.18349161,17 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"17 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95525128,46.18345865,19 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"19 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95531801,46.18335937,21 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"21 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95539047,46.18331539,23 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"23 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95551796,46.18321883,25 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"25 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95556074,46.18317894,27 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"27 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95567471,46.18310591,29 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"29 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95574581,46.18304266,31 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"31 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95585033,46.18294072,33 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"33 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95590327,46.18290029,35 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"35 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95492022,46.18422297,2 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"2 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95497304,46.18415749,4 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95508225,46.18405551,6 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9551453,46.18401842,8 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95527405,46.18391417,10 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95533221,46.18388661,12 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95547218,46.18377934,14 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95554185,46.18373587,16 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"16 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95585385,46.18346762,26 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95588183,46.18343071,28 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"28 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95603084,46.18336256,30 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"30 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95532247,46.18255484,201 Shaft St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"201 Shaft St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95606264,46.1833186,32 Baron Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"32 Baron Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95540881,46.19991481,9 Bluewater Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"9 Bluewater Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95470285,46.19967586,15 Bluewater Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Bluewater Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98905955,46.20912836,9 Tanya Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"9 Tanya Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95490381,46.19980436,13 Bluewater Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"13 Bluewater Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
