source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-63.6204293,44.65604846,3380 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3380 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62049783,44.65610569,3382 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3382 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62054996,44.6561601,3384 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3384 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62078243,44.65629421,3388 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3388 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62086147,44.6563218,3390 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3390 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62096397,44.65629561,3392 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3392 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62104802,44.65632683,3394 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3394 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62085011,44.65340218,3301 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3301 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62078269,44.65335755,3303 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3303 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62063292,44.65325653,3307 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3307 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62069398,44.65330107,3305 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3305 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62039178,44.65327807,3309 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3309 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62031179,44.65331344,3311 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3311 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62018762,44.653353,3313 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3313 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62010916,44.65337214,3315 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3315 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6199349,44.65347254,3317 Federal Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3317 Federal Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62134977,44.65329443,3319 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3319 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62127708,44.65335056,3321 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3321 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.62114819,44.65345124,3325 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3325 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59913473,44.66806369,3308 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3308 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59923979,44.6681176,3310 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3310 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-61.39397771,45.61491654,303 Main St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"303 Main St, Mulgrave, Canada",2,https://housing.novascotia.ca/programs-and-services,
,-63.5991418,44.66801424,3312 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3312 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59919435,44.66803983,3314 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3314 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.6212057,44.65340042,3323 Romans Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3323 Romans Ave, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59925196,44.66806551,3316 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3316 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59939857,44.66812781,3320 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3320 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59931088,44.66809206,3318 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3318 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59947248,44.66816259,3324 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3324 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59943991,44.66814794,3322 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3322 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59950874,44.66818001,3326 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3326 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59954251,44.66820006,3328 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3328 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59957384,44.66821292,3330 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3330 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59960376,44.66823206,3332 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3332 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59963882,44.66825123,3334 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3334 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-63.59967134,44.66826861,3336 Barrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3336 Barrington St, Halifax, Canada",1,https://housing.novascotia.ca/programs-and-services,
